datetime,balance
2023-04-05 03:00:02,1009.09
2023-04-06 03:00:01,1009.09
2023-04-07 03:00:02,1009.09
2023-04-08 03:00:01,1009.09
2023-04-09 03:00:01,1009.09
2023-04-10 03:00:01,1009.09
2023-04-11 03:00:01,1009.09
2023-04-12 03:00:02,1009.09
2023-04-13 03:00:01,1009.09
2023-04-14 03:00:01,1009.09
2023-04-15 03:00:01,1009.09
2023-04-16 03:00:01,1009.09
2023-04-17 03:00:02,1009.09
2023-04-18 03:00:02,1009.09
2023-04-19 03:00:02,1009.09
2023-04-20 03:00:01,1009.09
2023-04-21 03:00:02,1009.09
2023-04-22 03:00:01,1009.09
2023-04-23 03:00:02,1009.09
2023-04-24 03:00:02,1009.09
2023-08-26 00:00:03,1009.0
2023-08-29 00:00:03,1009.0
2023-09-01 00:00:03,1009.0
2023-09-04 00:00:04,1009.0
2023-09-06 17:25:54,1009.09
2023-09-06 17:25:54,1009.09
2023-09-08 00:00:04,1009.09
2023-09-08 20:33:55,1009.09
2023-09-08 20:36:00,1009.09
2023-09-08 20:58:36,1009.09
2023-09-11 00:00:04,1009.09
2023-09-14 00:00:03,1009.09
2023-09-17 00:00:05,1009.09
2023-09-20 00:00:04,1009.09
2023-09-22 00:00:04,1009.09
2023-09-25 00:00:03,1009.09
2023-09-28 00:00:04,1009.09
2023-10-01 00:00:03,1009.09
2023-10-03 00:00:06,1009.09
2023-10-04 00:00:03,1009.09
2023-05-06 16:42:46,1009.09
2023-05-06 21:24:29,1009.09
2023-05-07 03:00:01,1009.09
2023-05-07 15:57:44,1009.09
2023-05-07 16:14:34,1009.09
2023-05-07 16:14:36,1009.09
2023-05-07 16:14:40,1009.09
2023-05-07 16:16:30,1009.09
2023-05-07 16:20:41,1009.09
2023-05-07 20:10:10,1009.09
2023-05-08 20:32:32,1009.09
2023-05-08 20:42:14,1009.09
2023-05-08 20:44:03,1009.09
2023-05-15 20:38:06,1009.09
2023-05-15 20:54:28,1009.09
2023-05-15 20:54:31,1009.09
2023-05-15 22:28:54,1009.09
2023-05-15 22:28:57,1009.09
2023-05-15 22:29:24,1009.09
2023-05-16 00:00:04,1009.09
2023-05-16 00:00:04,1009.09
2023-05-17 00:00:04,1009.09
2023-05-18 00:00:04,1009.09
2023-05-18 15:00:48,1009.09
2023-05-19 00:00:04,1009.09
2023-05-20 00:00:03,1009.09
2023-05-21 00:00:04,1009.09
2023-05-22 00:00:04,1009.09
2023-05-23 00:00:03,1009.09
2023-05-24 00:00:04,1009.09
2023-05-25 00:00:04,1009.09
2023-05-26 00:00:04,1009.09
2023-05-27 00:00:03,1009.09
2023-05-28 00:00:04,1009.09
2023-05-29 00:00:03,1009.09
2023-05-30 00:00:04,1009.09
2023-05-31 00:00:04,1009.09
2023-06-01 00:00:04,1009.09
2023-06-02 00:00:04,1009.09
2023-06-03 00:00:05,1009.09
2023-06-04 00:00:04,1009.09
2023-06-05 00:00:04,1009.09
2023-06-06 00:00:03,1009.09
2023-06-07 00:00:04,1009.09
2023-06-08 00:00:03,1009.09
2023-06-09 00:00:04,1009.09
2023-06-10 00:00:04,1009.09
2023-06-11 00:00:04,1009.09
2023-06-12 00:00:04,1009.09
2023-06-13 00:00:03,1009.09
2023-06-14 00:00:04,1009.09
2023-06-15 00:00:03,1009.09
2023-06-16 00:00:04,1009.09
2023-06-17 00:00:03,1009.09
2023-06-18 00:00:04,1009.09
2023-06-19 00:00:03,1009.09
2023-06-20 00:00:04,1009.09
2023-06-21 00:00:04,1009.09
2023-06-22 00:00:03,1009.09
2023-06-23 00:00:03,1009.09
2023-06-24 00:00:03,1009.09
2023-06-25 00:00:04,1009.09
2023-06-26 00:00:04,1009.09
2023-06-27 00:00:03,1009.09
2023-06-28 00:00:04,1009.09
2023-06-29 00:00:04,1009.09
2023-06-30 00:00:03,1009.09
2023-07-01 00:00:03,1009.09
2023-07-02 00:00:03,1009.09
2023-07-03 00:00:04,1009.09
2023-07-04 00:00:04,1009.09
2023-07-05 00:00:03,1009.09
2023-07-06 00:00:19,1009.09
2023-07-07 00:00:04,1009.09
2023-07-08 00:00:04,1009.09
2023-07-09 00:00:03,1009.09
2023-07-10 00:00:03,1009.09
2023-07-11 00:00:03,1009.09
2023-07-12 00:00:04,1009.09
2023-07-13 00:00:04,1009.09
2023-07-14 00:00:04,1009.09
2023-07-15 00:00:04,1009.09
2023-07-16 00:00:04,1009.09
2023-07-17 00:00:04,1009.09
2023-07-18 00:00:04,1009.09
2023-07-19 00:00:04,1009.09
2023-07-20 00:00:03,1009.09
2023-07-21 00:00:04,1009.09
2023-07-22 00:00:04,1009.09
2023-07-23 00:00:04,1009.09
2023-07-24 00:00:04,1009.09
2023-07-25 00:00:04,1009.09
2023-07-26 00:00:04,1009.09
2023-07-27 00:00:04,1009.09
2023-07-28 00:00:03,1009.09
2023-07-29 00:00:03,1009.09
2023-07-30 00:00:03,1009.09
2023-07-31 00:00:03,1009.09
2023-08-01 00:00:03,1009.09
2023-08-02 00:00:03,1009.09
2023-08-03 00:00:04,1009.09
2023-08-04 00:00:04,1009.09
2023-08-05 00:00:03,1009.09
2023-08-06 00:00:03,1009.09
2023-08-07 00:00:03,1009.09
2023-08-08 00:00:03,1009.09
2023-08-09 00:00:03,1009.09
2023-08-10 00:00:03,1009.09
2023-08-11 00:00:03,1009.09
2023-08-12 00:00:03,1009.09
2023-08-13 00:00:04,1009.09
2023-08-13 10:17:24,1009.09
2023-08-13 10:17:29,1009.09
2023-08-14 14:58:52,1009.09
2023-08-14 14:58:54,1009.09
2023-08-14 15:03:13,1009.09
2023-08-14 15:19:40,1009.09
2023-08-14 15:20:01,1009.09
2023-08-15 00:00:03,1009.09
2023-08-16 00:00:03,1009.09
2023-08-17 00:00:04,1009.09
2023-08-18 00:00:04,1009.09
2023-08-19 00:00:03,1009.09
2023-08-20 00:00:04,1009.09
2023-08-21 00:00:04,1009.09
2023-08-22 00:00:03,1009.09
2023-08-23 00:00:04,1009.09
2023-08-24 00:00:03,1009.09
2023-08-25 00:00:03,1009.09
2023-08-27 00:00:03,1009.0
2023-08-30 00:00:03,1009.0
2023-09-02 00:00:03,1009.0
2023-09-05 00:00:03,1009.0
2023-09-07 00:00:04,1009.09
2023-09-08 20:21:12,1009.09
2023-09-08 20:35:32,1009.09
2023-09-08 20:36:38,1009.09
2023-09-09 02:48:17,1009.09
2023-09-12 00:00:06,1009.09
2023-09-15 00:00:04,1009.09
2023-09-18 00:00:03,1009.09
2023-09-23 00:00:04,1009.09
2023-09-26 00:00:04,1009.09
2023-09-29 00:00:04,1009.09
2023-10-03 13:17:14,1009.09
2023-10-05 00:00:04,1009.09
2023-10-05 18:09:17,1009.09
2023-10-05 19:23:24,1009.09
2023-10-05 19:44:25,1009.09
2023-10-05 20:07:56,1009.09
2023-10-07 00:00:11,1009.09
2023-10-09 00:00:07,1009.09
2023-10-11 00:00:09,1009.09
2023-10-13 00:00:09,1009.09
2023-10-15 00:00:07,1009.09
2023-10-17 00:00:10,1009.09
2023-10-19 00:00:07,1009.09
2023-10-22 00:00:12,1009.09
2023-10-24 00:00:12,1009.09
2023-10-26 00:00:13,1009.09
2023-10-28 00:00:10,1009.09
